BillNo,Billdate,NetAmount,Description,ConsigneeName,Transporter,Godown,TotReels,TotWeight,GAmount,VehicleNo,Distributor
KPM/2022-23/0114,13/04/2022,764271,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,17,16443,682384.5,MH20BT7554,KRISHNA AGENCIES
KPM/2022-23/0115,13/04/2022,271536,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,6,5842,242443,MH20DT0407,KRISHNA AGENCIES
KPM/2022-23/0116,13/04/2022,316622,Local,AVADHOOT PAPER PRODUCTS PVT LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,6,6812,282698,MH20DT0407,AVADHOOT PAPER PRODUCTS PVT LTD.
KPM/2022-23/0117,13/04/2022,1083361,Local,MITTAL PACKAGING - LT,JAIN ROADWAYS,PM3 GODOWN,27,24158,966320,MH18BG3268,LAKHOTIYA TRADERS PVT. LTD.-DRS
KPM/2022-23/0118,13/04/2022,427269,Local,KHETAN WELPACK PVT LTD,PARTY TRANSPORT,PM3 GODOWN,9,8863,381109,MH46BM9742,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0119,13/04/2022,831019,Local,GREENPACK INDUSTRIES -,SELF TRANSPORTER,PM3 GODOWN,18,17772,741981,MH43E7187,GREENPACK INDUSTRIES -
EXP/2022-23/0035,14/04/2022,17644.46,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26533,17644.46,MH46AR4308,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0036,14/04/2022,17857.25,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,26,26853,17857.25,MH04FU8671,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0037,14/04/2022,17530.07,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,27,26361,17530.07,MH04GC1327,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0038,14/04/2022,17337.89,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26072,17337.89,MH46AF8252,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0039,14/04/2022,17631.16,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26513,17631.16,MH04JK7320,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0040,14/04/2022,16965.48,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,25512,16965.48,MH46AF1135,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0041,14/04/2022,17067.24,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,25665,17067.24,MH46AF8569,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0042,14/04/2022,17621.85,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26499,17621.85,MH46AF1562,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0043,14/04/2022,17138.39,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,25772,17138.39,MH43BP0340,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0044,14/04/2022,17182.95,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,25839,17182.95,MH43BX0273,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0120,14/04/2022,312482,Local,AKANKSHA PACKS - DR,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,10,6597,278723.25,MH20CT6411,AKANKSHA PACKS - DR
KPM/2022-23/0121,14/04/2022,102433,Local,AKANKSHA PACKS - DR,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,3,2176,91936,MH20CT6411,AKANKSHA PACKS - DR
KPM/2022-23/0122,14/04/2022,600286,Local,BIYANI PACKAGING PRIVATE LIMITED,SHIVAM TRANSPORT SERVICES,PM2 GODOWN,20,12420,535434,MH16CC6326,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/0123,14/04/2022,600277,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,11715,535961.25,MH20BT2012,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0124,14/04/2022,286797,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,7,5853,256068.75,MH20BT2012,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0125,14/04/2022,1256217,Local,Frigerio Conserva Allana Private Limited,SELF TRANSPORTER,PM2 GODOWN,32,25205,1109020,MH20AT9201,SHRINIWAS ENTERPRISES
KPM/2022-23/0126,14/04/2022,793359,Local,Frigerio Conserva Allana Private Limited,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,26,16099,708356,MH04DK4467,SHRINIWAS ENTERPRISES
KPM/2022-23/0127,14/04/2022,78207,Local,Frigerio Conserva Allana Private Limited,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,2,1587,69828,MH04DK4467,SHRINIWAS ENTERPRISES
KPM/2022-23/0128,14/04/2022,157693,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,5,3306,141331.5,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0129,14/04/2022,308984,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,9,6485,277233.75,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0130,14/04/2022,186546,Local,SHARP PACKAGING INDUSTRIES F -16,PARTY TRANSPORT,PM3 GODOWN,9,3503,166392.5,MH04FD2566,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/0132,14/04/2022,478723,Local,Triveni Packaging - DR,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,17,9542,427004.5,MH20AT9122,Triveni Packaging - DR
KPM/2022-23/0133,14/04/2022,275352,Local,S A COROPACK-SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,5326,245604.5,MH17AG2736,S PAPERS
KPM/2022-23/0134,14/04/2022,138620,Local,S A COROPACK-SP,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,6,2763,123644.25,MH17AG2736,S PAPERS
KPM/2022-23/0135,14/04/2022,591625,Local,SADGURU KRUPA PACKAGING,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,26,11598,527709,MH20DE1939,S PAPERS
EXP/2022-23/0045,15/04/2022,17384.44,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26142,17384.44,MH04JK7322,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0046,15/04/2022,17448.96,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26239,17448.96,MH46H0581,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0047,15/04/2022,17878.53,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,20,26885,17878.53,MH46AR8277,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0048,15/04/2022,17777.45,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26733,17777.45,MH46AF1138,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0049,15/04/2022,17785.43,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26745,17785.43,MH04FU9789,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0050,15/04/2022,17657.76,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26553,17657.76,MH46AF8253,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0051,15/04/2022,17571.97,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,26,26424,17571.97,MH46AR8477,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0052,15/04/2022,17111.12,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,26,25731,17111.12,MH43BX0271,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0053,15/04/2022,17290.67,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,26,26001,17290.67,MH43BP0341,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0136,15/04/2022,253954,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,4,5431,226744.25,MH20AT9122,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0137,15/04/2022,206399,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,6,4414,184284.5,MH20AT9122,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0138,15/04/2022,834643,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,19,16956,736737,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0139,15/04/2022,627573,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,13502,560333,MH20CT6411,KRISHNA AGENCIES
KPM/2022-23/0140,15/04/2022,254296,Local,ARIHANT PACKAGING - VPPL,PARTY TRANSPORT,PM3 GODOWN,11,4991,226823,MH04GC2312,VEDANT PACKER PVT. LTD.
KPM/2022-23/0141,15/04/2022,190511,Local,VELVIN PAPER PRODUCTS - DR,SANKAT MOCHAN ROADLINES,PM3 GODOWN,5,3929,169929.25,MH48BM4033,VELVIN PAPER PRODUCTS-GOA
KPM/2022-23/0142,15/04/2022,298543,Local,VELVIN PAPER PRODUCTS - DR,SANKAT MOCHAN ROADLINES,PM2 GODOWN,8,6157,266290.25,MH48BM4033,VELVIN PAPER PRODUCTS-GOA
KPM/2022-23/0143,16/04/2022,592858,Local,FORTUNE PACKAGING,SELF TRANSPORTER,PM3 GODOWN,17,11724,528808.5,MH43E7187,VEDANT PACKER PVT. LTD.
KPM/2022-23/0144,16/04/2022,76079,Local,DELTA PACKAGING - DR,SELF TRANSPORTER,PM2 GODOWN,3,1627,67927.25,MH43E7187,DELTA PACKAGING - DR
KPM/2022-23/0145,16/04/2022,70749,Local,AKANKSHA PACKS - DR,SELF TRANSPORTER,PM3 GODOWN,2,1494,63121.5,MH43E7187,AKANKSHA PACKS - DR
KPM/2022-23/0147,16/04/2022,83615,Local,RAJMUDRA  PRAKASHAN PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,5,1676,74582,MH20EL3496,VEDANT PACKER PVT. LTD.
KPM/2022-23/0148,16/04/2022,985423,Local,KHETAN WELPACK PVT LTD,PARTY TRANSPORT,PM3 GODOWN,20,20441,878963,MH43BG5666,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0149,16/04/2022,262252,Local,OM INDUSTRIES - VPPL,PARTY TRANSPORT,PM3 GODOWN,9,5440,233920,MH16CA0028,VEDANT PACKER PVT. LTD.
KPM/2022-23/0150,16/04/2022,168957,Local,Sahyadri Packaging Industries-VP,PARTY TRANSPORT,PM3 GODOWN,7,3351,150704,MH04DS0169,VEDANT PACKER PVT. LTD.
KPM/2022-23/0151,17/04/2022,68199,Local,RAJMUDRA  PRAKASHAN PVT. LTD.,PARTY TRANSPORT,PM3 GODOWN,4,1367,60831.5,MH20EL3496,VEDANT PACKER PVT. LTD.
KPM/2022-23/0152,17/04/2022,825750,Local,SHARP PACKAGING INDUSTRIES F -16,SELF TRANSPORTER,PM3 GODOWN,36,15839,728548.5,MH43E7187,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/0154,17/04/2022,614386,Local,SUMEET PACKERS P LTD.-UNIT I,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,14,11082,548559,MH20CT0633,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0155,17/04/2022,665288,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,15,13747,594007.25,MH12HD7886,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0156,17/04/2022,303824,Local,MITTAL PACKAGING - LT,PARTY TRANSPORT,PM3 GODOWN,7,6775,271000,MP09GH4389,LAKHOTIYA TRADERS PVT. LTD.-DRS
KPM/2022-23/0157,17/04/2022,471904,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,13,10134,421342.5,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0158,17/04/2022,632928,Local,DBS Packaging Pvt Ltd-,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,19,13180,564550,MH20DE1939,VEDANT PACKER PVT. LTD.
KPM/2022-23/0159,17/04/2022,837872,Local,GREENPACK INDUSTRIES -,SELF TRANSPORTER,PM3 GODOWN,19,17833,748099.75,MH43E7187,GREENPACK INDUSTRIES -
KPM/2022-23/0160,17/04/2022,436738,Local,Sadguru Packaging - JEJURI,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,19,9166,389555,MH20DT0407,S PAPERS
KPM/2022-23/0161,17/04/2022,196499,Local,Sadguru Packaging - JEJURI,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,10,4124,175270,MH20DT0407,S PAPERS
KPM/2022-23/0162,18/04/2022,353903,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,7,7306,312331.5,MH20AT9201,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0163,18/04/2022,995802,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,25,21044,878587,MH20AT9201,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0164,18/04/2022,109081,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,4,2201,96293.75,MH20AT9201,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0165,18/04/2022,514556,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,16,11035,459424.75,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0166,18/04/2022,422315,Local,KHETAN WELPACK PVT LTD,PARTY TRANSPORT,PM3 GODOWN,9,8769,377067,MH46BM9742,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0167,18/04/2022,611559,Local,SUMEET PACKERS P LTD.-UNIT I,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,17,11031,546034.5,MH06K6299,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0168,18/04/2022,231683,Local,SHREE GANESH PACKAGINGS PVT LTD.,SHRI JAY AMBE ROADLINES,PM3 GODOWN,9,4834,206653.5,MH28BB1872,JIGAR TRADING COMPANY
KPM/2022-23/0169,18/04/2022,231060,Local,SHREE GANESH PACKAGINGS PVT LTD.,SHRI JAY AMBE ROADLINES,PM2 GODOWN,9,4821,206097.75,MH18BB1872,JIGAR TRADING COMPANY
KPM/2022-23/0171,18/04/2022,508995,Local,SUMEET PACKERS P LTD.-UNIT I,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,17,9181,454459.5,MH20CT6411,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0172,18/04/2022,145676,Local,SWARAJYA PACKAGING,SABOO TRANSPORT SERVICE,PM3 GODOWN,10,2941,129937.5,MH12MV4627,S PAPERS
KPM/2022-23/0173,18/04/2022,49985,Local,Prashant Packaging -S P,SABOO TRANSPORT SERVICE,PM3 GODOWN,3,964,44585,MH12MV4627,S PAPERS
KPM/2022-23/0174,18/04/2022,144390,Local,Prashant Packaging -S P,SABOO TRANSPORT SERVICE,PM2 GODOWN,8,2878,128790.5,MH12MV4627,S PAPERS
KPM/2022-23/0175,19/04/2022,928386,Local,Frigerio Conserva Allana Private Limited,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,24,18839,828916,MH20BT2012,SHRINIWAS ENTERPRISES
KPM/2022-23/0176,19/04/2022,147874,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,3,3240,132030,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0177,19/04/2022,458797,Local,KHETAN WELPACK PVT LTD,PARTY TRANSPORT,PM3 GODOWN,10,9517,409231,MH46BF8385,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0178,19/04/2022,1018903,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,31,20559,899456.25,MH20AT9201,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0179,19/04/2022,365440,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,10,8007,326285.25,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0180,19/04/2022,177783,Local,PRESTIGE PAPER BOX INDUSTRIES-VP,PARTY TRANSPORT,PM3 GODOWN,7,3604,158576,MH20AT8949,VEDANT PACKER PVT. LTD.
KPM/2022-23/0181,19/04/2022,448738,Local,GREENPACK INDUSTRIES -,SELF TRANSPORTER,PM3 GODOWN,12,9513,400658.75,MH43E7187,GREENPACK INDUSTRIES -
KPM/2022-23/0182,19/04/2022,370292,Local,GREENPACK INDUSTRIES -,SELF TRANSPORTER,PM2 GODOWN,11,7919,330618.25,MH43E7187,GREENPACK INDUSTRIES -
KPM/2022-23/0183,19/04/2022,142149,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM2 GODOWN,5,3004,125417,MH20AT9201,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0184,19/04/2022,112825,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,3,2449,102245.75,MH20AT9201,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0185,19/04/2022,156185,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,4,3196,136629,MH20AT9201,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0186,19/04/2022,1030016,Local,KHETAN WELPACK PVT LTD,PARTY TRANSPORT,PM3 GODOWN,20,21366,918738,MH43BG5666,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0187,19/04/2022,537560,Local,K B Industries - SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,17,11282,479485,MH12HD7886,S PAPERS
KPM/2022-23/0188,19/04/2022,582654,Local,Sadguru Packaging - JEJURI,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,23,12256,519707,MH20DT0407,S PAPERS
KPM/2022-23/0189,20/04/2022,811694,Local,ALIGN COMPONENTS PVT. LTD.,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,18,17261,724726.75,MH20DE7554,ALIGN COMPONENTS PVT. LTD.
KPM/2022-23/0190,20/04/2022,180547,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,5,3643,159381.25,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0191,20/04/2022,674114,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,17,14138,594818.5,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0192,20/04/2022,98929,Local,SAM PACK,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,7,2051,88241.5,MH20DE1939,VEDANT PACKER PVT. LTD.
KPM/2022-23/0193,20/04/2022,110559,Local,JAIN CARTONS INDUSTRIES PVT Ltd,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,5,2267,98614.5,MH20DE1939,VEDANT PACKER PVT. LTD.
KPM/2022-23/0194,20/04/2022,470870,Local,Frigerio Conserva Allana Private Limited,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,12,9555,420420,MH20AT9122,SHRINIWAS ENTERPRISES
KPM/2022-23/0195,20/04/2022,350789,Local,SHARP PACKAGING INDUSTRIES F -16,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,16,7046,312892,MH20DE1939,PRANSHU PAPER PRIVATE LTD.
KPM/2022-23/0198,20/04/2022,476972,Local,KHETAN WELPACK PVT LTD,PARTY TRANSPORT,PM3 GODOWN,13,9894,425442,MH46BB4908,B.J. BHANDARI PAPERS PVT. LTD. - R
EXP/2022-23/0054,21/04/2022,17659.08,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,26555,17659.08,MH46AF1562,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0055,21/04/2022,17957.01,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,27003,17957.01,MH46AF8386,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0056,21/04/2022,17541.38,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,26378,17541.38,MH46AF1138,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0199,21/04/2022,316468,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM3 GODOWN,8,6934,282560.5,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0200,21/04/2022,186550,Local,INDUSTRIAL PACKAGING PRODUCTS -S,PATEL TRANSPORT,PM2 GODOWN,6,4098,166993.5,MH20BT3581,SHRINIWAS ENTERPRISES
KPM/2022-23/0201,21/04/2022,129692,Local,SUMAN PACKAGING,PARTY TRANSPORT,PM3 GODOWN,5,2637,115796.25,MH16CC5911,B.J. BHANDARI PAPERS PVT. LTD. - R
KPM/2022-23/0202,21/04/2022,222475,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM2 GODOWN,9,4840,198440,MH05AM1633,TIRUPATI CORRUGATOR - D
KPM/2022-23/0203,21/04/2022,126314,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,6,2748,112668,MH05AM1633,TIRUPATI CORRUGATOR - D
KPM/2022-23/0204,21/04/2022,89623,Local,Gurukrupa Packaging,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,4,1802,79940.5,MH20AT9122,S PAPERS
KPM/2022-23/0205,21/04/2022,74891,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,4,1670,66800,MH05AM1633,TIRUPATI CORRUGATOR - D
KPM/2022-23/0206,21/04/2022,403581,Local,TIRUPATI CORRUGATOR - D,SANKAT MOCHAN ROADLINES,PM3 GODOWN,20,8780,359980,MH05AM1633,TIRUPATI CORRUGATOR - D
KPM/2022-23/0207,21/04/2022,237051,Local,S A COROPACK-SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,11,4946,211441.5,MH20AT9122,S PAPERS
KPM/2022-23/0208,21/04/2022,63870,Local,S A COROPACK-SP,SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,2,1259,56969.75,MH20AT9122,S PAPERS
KPM/2022-23/0209,21/04/2022,19695,Local,S A COROPACK-SP,SHREE GURUKRUPA TRANSPORT-,PM2 GODOWN,1,397,17567.25,MH20AT9122,S PAPERS
EXP/2022-23/0057,22/04/2022,17351.19,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,26092,17351.19,MH14GU8719,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0058,22/04/2022,17552.02,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,26394,17552.02,MH14DM8919,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0059,22/04/2022,17244.12,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,18,25931,17244.12,MH14GU7819,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0060,22/04/2022,17593.92,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26457,17593.92,MH14GU8419,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0061,22/04/2022,17068.56,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,25667,17068.56,MH14JL6019,INTERNATIONAL PACKAGING CO LLC
KPM/2022-23/0210,22/04/2022,581579,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,12,13146,519267,MH20DE1939,KRISHNA AGENCIES
KPM/2022-23/0211,22/04/2022,612370,Local,AVADHOOT PAPER PRODUCTS PVT LTD (KA),SHREE GURUKRUPA TRANSPORT-,PM3 GODOWN,13,13842,546759,MH20DT0407,KRISHNA AGENCIES
KPM/2022-23/0212,22/04/2022,126625,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,3,2555,111781.25,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0213,22/04/2022,692788,Local,ALIGN COMPONENTS PVT. LTD. (BUII),SELF TRANSPORTER,PM3 GODOWN,18,14388,611367,MH43E7187,ALIGN COMPONENTS PVT. LTD. (BUII)
KPM/2022-23/0215,22/04/2022,391546,Local,BIYANI PACKAGING PRIVATE LIMITED,SHIVAM TRANSPORT SERVICES,PM3 GODOWN,20,8955,349245,MH16CC5614,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/0216,22/04/2022,108388,Local,BIYANI PACKAGING PRIVATE LIMITED,SHIVAM TRANSPORT SERVICES,PM3 GODOWN,5,2358,96678,MH16CC5614,BIYANI PACKAGING PRIVATE LIMITED
KPM/2022-23/0217,22/04/2022,121893,Local,SADGURU KRUPA PACKAGING,SABOO TRANSPORT SERVICE,PM2 GODOWN,5,2471,108724,MH12KV7394,S PAPERS
KPM/2022-23/0218,22/04/2022,165017,Local,S PAPERS,SABOO TRANSPORT SERVICE,PM3 GODOWN,6,3612,147189,MH12TV7394,S PAPERS
EXP/2022-23/0062,23/04/2022,17578.62,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,22,26434,17578.62,MH46AR4403,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0063,23/04/2022,17217.54,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,21,25891,17217.54,MH04FU9793,INTERNATIONAL PACKAGING CO LLC
EXP/2022-23/0064,23/04/2022,17800.07,Export,INTERNATIONAL PACKAGING CO LLC,APM TERMINALS (INDIA) PVT. LTD.,Export Godown,19,26767,17800.07,MH43BP0340,INTERNATIONAL PACKAGING CO LLC
